strain	public-identifier	date	region	country	division	location	gisaid-accession
21WG00775	USA/CA-CZB-32116/2021	2021-03-21	North America	USA	California	Contra Costa County	EPI_ISL_2341544
21WG00720	USA/CA-CZB-31614/2021	2021-03-06	North America	USA	California	Contra Costa County	EPI_ISL_2228347
OCPHL2309	USA/CA-CZB-26092/2021	2021-02-03	North America	USA	California	Orange County	EPI_ISL_1234828
OCPHL2313	USA/CA-CZB-26096/2021	2021-02-04	North America	USA	California	Orange County	EPI_ISL_1234838
OCPHL2305	USA/CA-CZB-26088/2021	2021-02-02	North America	USA	California	Orange County	EPI_ISL_1234842
OCPHL2326	USA/CA-CZB-26070/2021	2021-02-16	North America	USA	California	Orange County	EPI_ISL_1234847
OCPHL595	USA/CA-CZB-3330/2020	2020-07-09	North America	USA	California	Orange County	EPI_ISL_548313
21VI02414	USA/CA-CZB-25282/2021	2021-01-07	North America	USA	California	Contra Costa County	EPI_ISL_2659560
21WG00739	USA/CA-CZB-31633/2021	2021-03-09	North America	USA	California	Contra Costa County	EPI_ISL_2228315
21WG00943	USA/CA-CZB-33454/2021	2021-04-19	North America	USA	California	Contra Costa County	EPI_ISL_2496969
21WG01021	USA/CA-CZB-33532/2021	2021-04-27	North America	USA	California	Contra Costa County	EPI_ISL_2496979
21WG01026	USA/CA-CZB-33537/2021	2021-04-27	North America	USA	California	Contra Costa County	EPI_ISL_2496968
21WG00518	USA/CA-CZB-30560/2021	2021-01-19	North America	USA	California	Contra Costa County	EPI_ISL_2102930
21WG00557	USA/CA-CZB-30599/2021	2021-04-02	North America	USA	California	Contra Costa County	EPI_ISL_2102798
21WG00878	USA/CA-CZB-32322/2021	2021-04-10	North America	USA	California	Contra Costa County	EPI_ISL_2659212
21WG00008	USA/CA-CZB-27737/2021	2021-01-05	North America	USA	California	Contra Costa County	EPI_ISL_1477950
21WG00029	USA/CA-CZB-27758/2021	2021-01-06	North America	USA	California	Contra Costa County	EPI_ISL_1477821
21WG00877	USA/CA-CZB-32321/2021	2021-04-10	North America	USA	California	Contra Costa County	EPI_ISL_2659467
OCPHL597	USA/CA-CZB-3332/2020	2020-07-10	North America	USA	California	Orange County	EPI_ISL_548276
OCPHL598	USA/CA-CZB-3333/2020	2020-07-10	North America	USA	California	Orange County	EPI_ISL_548272
OCPHL601	USA/CA-CZB-3334/2020	2020-07-10	North America	USA	California	Orange County	EPI_ISL_548305
OCPHL602	USA/CA-CZB-3335/2020	2020-07-10	North America	USA	California	Orange County	EPI_ISL_548317
OCPHL607	USA/CA-CZB-3338/2020	2020-07-13	North America	USA	California	Orange County	EPI_ISL_548300
21SCPH014778	USA/CA-CZB-27645/2021	2021-02-10	North America	USA	California	Santa Clara County	EPI_ISL_1477752
21VI07488	USA/CA-CZB-26771/2021	2021-01-19	North America	USA	California	Contra Costa County	EPI_ISL_2658653
21VI07489	USA/CA-CZB-26772/2021	2021-01-19	North America	USA	California	Contra Costa County	EPI_ISL_2659339
OCPHL612	USA/CA-CZB-3342/2020	2020-07-12	North America	USA	California	Orange County	EPI_ISL_548328
OCPHL613	USA/CA-CZB-3343/2020	2020-07-13	North America	USA	California	Orange County	EPI_ISL_548275
OCPHL614	USA/CA-CZB-3344/2020	2020-07-13	North America	USA	California	Orange County	EPI_ISL_548270
OCPHL615	USA/CA-CZB-3345/2020	2020-07-13	North America	USA	California	Orange County	EPI_ISL_548293
OCPHL618	USA/CA-CZB-3347/2020	2020-07-14	North America	USA	California	Orange County	EPI_ISL_548296
OCPHL620	USA/CA-CZB-3348/2020	2020-07-14	North America	USA	California	Orange County	EPI_ISL_548283
OCPHL622	USA/CA-CZB-3349/2020	2020-07-13	North America	USA	California	Orange County	EPI_ISL_548318
OCPHL625	USA/CA-CZB-3352/2020	2020-07-13	North America	USA	California	Orange County	EPI_ISL_548285
OCPHL626	USA/CA-CZB-3353/2020	2020-07-13	North America	USA	California	Orange County	EPI_ISL_548309
OCPHL627	USA/CA-CZB-3354/2020	2020-07-13	North America	USA	California	Orange County	EPI_ISL_548315
OCPHL629	USA/CA-CZB-3355/2020	2020-07-14	North America	USA	California	Orange County	EPI_ISL_548308
OCPHL631	USA/CA-CZB-3356/2020	2020-07-14	North America	USA	California	Orange County	EPI_ISL_548312
OCPHL633	USA/CA-CZB-3357/2020	2020-07-15	North America	USA	California	Orange County	EPI_ISL_548291
OCPHL634	USA/CA-CZB-3358/2020	2020-07-15	North America	USA	California	Orange County	EPI_ISL_548287
OCPHL635	USA/CA-CZB-3359/2020	2020-07-15	North America	USA	California	Orange County	EPI_ISL_548297
COVID52-2174	USA/CA-CZB-5760/2020	2020-07-17	North America	USA	California	San Luis Obispo County	EPI_ISL_582964
COVID52-1838	USA/CA-CZB-11551/2020	2020-07-12	North America	USA	California	San Luis Obispo County	EPI_ISL_625547
COVID52-3184	USA/CA-CZB-3903/2020	2020-07-24	North America	USA	California	San Luis Obispo County	EPI_ISL_548560
COVID52-3131	USA/CA-CZB-3721/2020	2020-07-24	North America	USA	California	San Luis Obispo County	EPI_ISL_548425
COVID52-3249	USA/CA-CZB-3625/2020	2020-07-27	North America	USA	California	San Luis Obispo County	EPI_ISL_548360
2005130029	USA/CA-CZB-12373/2020	2020-05-14	North America	USA	California	Tulare County	EPI_ISL_648534
20-105-0799	USA/CA-CZB-3764/2020	2020-04-14	North America	USA	California	Ventura County	EPI_ISL_548480
20-106-1111	USA/CA-CZB-3765/2020	2020-04-15	North America	USA	California	Ventura County	EPI_ISL_548390
MCHHS-2220	USA/CA-CZB-13466/2020	2020-10-22	North America	USA	California	Marin County	EPI_ISL_672021
20SCPH111979	USA/CA-CZB-17118/2020	2020-12-24	North America	USA	California	Santa Clara County	EPI_ISL_2659234
COVID17-8997	USA/CA-CZB-5845/2020	2020-07-22	North America	USA	California	Marin County	EPI_ISL_672386
COVID17-1168	USA/CA-CZB-2139/2020	2020-05-21	North America	USA	California	Marin County	EPI_ISL_486361
20-0033750	USA/CA-CZB-26135/2020	2020-11-03	North America	USA	California	Alameda County	EPI_ISL_1477318
COVID17-1193	USA/CA-CZB-2123/2020	2020-05-22	North America	USA	California	Marin County	EPI_ISL_486351
OCPHL666	USA/CA-CZB-3725/2020	2020-07-21	North America	USA	California	Orange County	EPI_ISL_548386
OCPHL667	USA/CA-CZB-3726/2020	2020-07-21	North America	USA	California	Orange County	EPI_ISL_548444
OCPHL668	USA/CA-CZB-3727/2020	2020-07-21	North America	USA	California	Orange County	EPI_ISL_548449
OCPHL669	USA/CA-CZB-3728/2020	2020-07-21	North America	USA	California	Orange County	EPI_ISL_548418
COVID52-2190	USA/CA-CZB-4053/2020	2020-07-16	North America	USA	California	San Luis Obispo County	EPI_ISL_548631
20-2037483	USA/CA-CZB-25183/2020	2020-11-20	North America	USA	California	Alameda County	EPI_ISL_1234848
20-2037622	USA/CA-CZB-25198/2020	2020-11-20	North America	USA	California	Alameda County	EPI_ISL_1234921
20-2037627	USA/CA-CZB-25200/2020	2020-11-20	North America	USA	California	Alameda County	EPI_ISL_1234832
20AC0024403	USA/CA-CZB-14302/2020	2020-08-22	North America	USA	California	Alameda County	EPI_ISL_738562
20AC0024486	USA/CA-CZB-14305/2020	2020-08-24	North America	USA	California	Alameda County	EPI_ISL_739082
20AC0025383	USA/CA-CZB-14320/2020	2020-08-28	North America	USA	California	Alameda County	EPI_ISL_738537
20AC0020688	USA/CA-CZB-14327/2020	2020-07-27	North America	USA	California	Alameda County	EPI_ISL_738547
20AC0020193	USA/CA-CZB-14331/2020	2020-07-24	North America	USA	California	Alameda County	EPI_ISL_738904
21-4000399	USA/CA-CZB-24684/2021	2021-01-11	North America	USA	California	Alameda County	EPI_ISL_1185368
21-2001979	USA/CA-CZB-24986/2021	2021-01-19	North America	USA	California	Alameda County	EPI_ISL_2658618
OCPHL380	USA/CA-CZB-2182/2020	2020-05-26	North America	USA	California	Orange County	EPI_ISL_513732
OCPHL743	USA/CA-CZB-3760/2020	2020-07-30	North America	USA	California	Orange County	EPI_ISL_548389
OCPHL746	USA/CA-CZB-3761/2020	2020-07-31	North America	USA	California	Orange County	EPI_ISL_548441
OCPHL696	USA/CA-CZB-3848/2020	2020-07-23	North America	USA	California	Orange County	EPI_ISL_548445
21-4000859	USA/CA-CZB-25072/2021	2021-01-21	North America	USA	California	Alameda County	EPI_ISL_2659261
20-2039874	USA/CA-CZB-24371/2020	2020-12-08	North America	USA	California	Alameda County	EPI_ISL_1184652
20-2039916	USA/CA-CZB-24382/2020	2020-12-08	North America	USA	California	Alameda County	EPI_ISL_1184660
20-2040232	USA/CA-CZB-24407/2020	2020-12-09	North America	USA	California	Alameda County	EPI_ISL_1184675
OCPHL697	USA/CA-CZB-3849/2020	2020-07-24	North America	USA	California	Orange County	EPI_ISL_548454
OCPHL703	USA/CA-CZB-3851/2020	2020-07-24	North America	USA	California	Orange County	EPI_ISL_548378
20-2041091	USA/CA-CZB-24919/2020	2020-12-16	North America	USA	California	Alameda County	EPI_ISL_1234543
20AC0018971	USA/CA-CZB-14356/2020	2020-07-15	North America	USA	California	Alameda County	EPI_ISL_739200
20-2039429	USA/CA-CZB-24326/2020	2020-12-05	North America	USA	California	Alameda County	EPI_ISL_1184625
20-3000685	USA/CA-CZB-24328/2020	2020-12-05	North America	USA	California	Alameda County	EPI_ISL_1184626
20-2039500	USA/CA-CZB-24335/2020	2020-11-07	North America	USA	California	Alameda County	EPI_ISL_1184629
20-2039577	USA/CA-CZB-24339/2020	2020-12-07	North America	USA	California	Alameda County	EPI_ISL_1184630
OCPHL707	USA/CA-CZB-3853/2020	2020-07-26	North America	USA	California	Orange County	EPI_ISL_548424
20SCPH79337	USA/CA-CZB-13311/2020	2020-11-02	North America	USA	California	Santa Clara County	EPI_ISL_2659388
20-2039579	USA/CA-CZB-24340/2020	2020-12-07	North America	USA	California	Alameda County	EPI_ISL_1184631
20-2039588	USA/CA-CZB-24342/2020	2020-12-07	North America	USA	California	Alameda County	EPI_ISL_1184633
20-2039589	USA/CA-CZB-24343/2020	2020-12-07	North America	USA	California	Alameda County	EPI_ISL_1184634
20-2039930	USA/CA-CZB-24362/2020	2020-12-09	North America	USA	California	Alameda County	EPI_ISL_1184647
20-2039850	USA/CA-CZB-24363/2020	2020-12-08	North America	USA	California	Alameda County	EPI_ISL_1184648
20-2039855	USA/CA-CZB-24364/2020	2020-12-08	North America	USA	California	Alameda County	EPI_ISL_1184649
20-2039869	USA/CA-CZB-24369/2020	2020-12-08	North America	USA	California	Alameda County	EPI_ISL_1184651
OCPHL726	USA/CA-CZB-3855/2020	2020-07-28	North America	USA	California	Orange County	EPI_ISL_548412
OCPHL758	USA/CA-CZB-4058/2020	2020-08-04	North America	USA	California	Orange County	EPI_ISL_548592
OCPHL759	USA/CA-CZB-4059/2020	2020-08-04	North America	USA	California	Orange County	EPI_ISL_548635
OCPHL760	USA/CA-CZB-4060/2020	2020-08-04	North America	USA	California	Orange County	EPI_ISL_548628
OCPHL761	USA/CA-CZB-4061/2020	2020-08-04	North America	USA	California	Orange County	EPI_ISL_548586
OCPHL764	USA/CA-CZB-4062/2020	2020-08-04	North America	USA	California	Orange County	EPI_ISL_548662
OCPHL765	USA/CA-CZB-4063/2020	2020-08-04	North America	USA	California	Orange County	EPI_ISL_548580
OCPHL768	USA/CA-CZB-4065/2020	2020-08-04	North America	USA	California	Orange County	EPI_ISL_548648
OCPHL770	USA/CA-CZB-4066/2020	2020-08-05	North America	USA	California	Orange County	EPI_ISL_548594
OCPHL773	USA/CA-CZB-4067/2020	2020-08-05	North America	USA	California	Orange County	EPI_ISL_548654
OCPHL775	USA/CA-CZB-4068/2020	2020-08-05	North America	USA	California	Orange County	EPI_ISL_548668
OCPHL847	USA/CA-CZB-4095/2020	2020-08-14	North America	USA	California	Orange County	EPI_ISL_548646
OCPHL848	USA/CA-CZB-4096/2020	2020-08-14	North America	USA	California	Orange County	EPI_ISL_548608
OCPHL849	USA/CA-CZB-4097/2020	2020-08-14	North America	USA	California	Orange County	EPI_ISL_548638
OCPHL850	USA/CA-CZB-4098/2020	2020-08-14	North America	USA	California	Orange County	EPI_ISL_548641
OCPHL852	USA/CA-CZB-4099/2020	2020-08-15	North America	USA	California	Orange County	EPI_ISL_548666
OCPHL855	USA/CA-CZB-4100/2020	2020-08-16	North America	USA	California	Orange County	EPI_ISL_548590
OCPHL859	USA/CA-CZB-6711/2020	2020-08-17	North America	USA	California	Orange County	EPI_ISL_582975.2
OCPHL864	USA/CA-CZB-6715/2020	2020-08-18	North America	USA	California	Orange County	EPI_ISL_582976
OCPHL865	USA/CA-CZB-6716/2020	2020-08-17	North America	USA	California	Orange County	EPI_ISL_582977
20-2039879	USA/CA-CZB-24372/2020	2020-12-08	North America	USA	California	Alameda County	EPI_ISL_1184653
20-2039888	USA/CA-CZB-24374/2020	2020-12-08	North America	USA	California	Alameda County	EPI_ISL_1184655
OCPHL894	USA/CA-CZB-6729/2020	2020-08-19	North America	USA	California	Orange County	EPI_ISL_582988
OCPHL896	USA/CA-CZB-6731/2020	2020-08-19	North America	USA	California	Orange County	EPI_ISL_582989
OCPHL897	USA/CA-CZB-6732/2020	2020-08-19	North America	USA	California	Orange County	EPI_ISL_582990
OCPHL911	USA/CA-CZB-6742/2020	2020-08-20	North America	USA	California	Orange County	EPI_ISL_582998
OCPHL917	USA/CA-CZB-6745/2020	2020-08-21	North America	USA	California	Orange County	EPI_ISL_582999
OCPHL919	USA/CA-CZB-6747/2020	2020-08-21	North America	USA	California	Orange County	EPI_ISL_583000
21WG00676	USA/CA-CZB-31570/2021	2021-02-23	North America	USA	California	Contra Costa County	EPI_ISL_2228341
OCPHL926	USA/CA-CZB-215/2020	2020-08-26	North America	USA	California	Orange County	EPI_ISL_583001
OCPHL927	USA/CA-CZB-216/2020	2020-08-26	North America	USA	California	Orange County	EPI_ISL_583002
OCPHL928	USA/CA-CZB-218/2020	2020-08-26	North America	USA	California	Orange County	EPI_ISL_583003
OCPHL964	USA/CA-CZB-10293/2020	2020-09-08	North America	USA	California	Orange County	EPI_ISL_583020
OCPHL965	USA/CA-CZB-10294/2020	2020-09-08	North America	USA	California	Orange County	EPI_ISL_583021
OCPHL966	USA/CA-CZB-10295/2020	2020-09-08	North America	USA	California	Orange County	EPI_ISL_583022
OCPHL967	USA/CA-CZB-10296/2020	2020-09-08	North America	USA	California	Orange County	EPI_ISL_583023
OCPHL971	USA/CA-CZB-10300/2020	2020-09-09	North America	USA	California	Orange County	EPI_ISL_583024
OCPHL973	USA/CA-CZB-10302/2020	2020-09-09	North America	USA	California	Orange County	EPI_ISL_583025
OCPHL993	USA/CA-CZB-10952/2020	2020-09-16	North America	USA	California	Orange County	EPI_ISL_583036
OCPHL994	USA/CA-CZB-10953/2020	2020-09-16	North America	USA	California	Orange County	EPI_ISL_583037
21WG00434	USA/CA-CZB-30320/2021	2021-01-09	North America	USA	California	Contra Costa County	EPI_ISL_2102534
21WG00440	USA/CA-CZB-30326/2021	2021-01-06	North America	USA	California	Contra Costa County	EPI_ISL_2102543
21WG00425	USA/CA-CZB-30311/2021	2021-01-11	North America	USA	California	Contra Costa County	EPI_ISL_2102569
21VI09674	USA/CA-CZB-26817/2021	2021-01-26	North America	USA	California	Contra Costa County	EPI_ISL_1235293
21VI09811	USA/CA-CZB-26830/2021	2021-01-26	North America	USA	California	Contra Costa County	EPI_ISL_1235306
OCPHL953	USA/CA-CZB-7141/2020	2020-09-02	North America	USA	California	Orange County	EPI_ISL_648498
OCPHL962	USA/CA-CZB-10291/2020	2020-09-08	North America	USA	California	Orange County	EPI_ISL_648499
OCPHL970	USA/CA-CZB-10299/2020	2020-09-08	North America	USA	California	Orange County	EPI_ISL_648500
OCPHL979	USA/CA-CZB-10308/2020	2020-09-11	North America	USA	California	Orange County	EPI_ISL_648501
P20-2760	USA/CA-CZB-2424/2020	2020-05-16	North America	USA	California	Humboldt County	EPI_ISL_513845
P20-2804	USA/CA-CZB-2425/2020	2020-05-18	North America	USA	California	Humboldt County	EPI_ISL_513846
P20-2814	USA/CA-CZB-2426/2020	2020-05-18	North America	USA	California	Humboldt County	EPI_ISL_513847
P20-2978	USA/CA-CZB-2429/2020	2020-05-21	North America	USA	California	Humboldt County	EPI_ISL_513848
P20-28639	USA/CA-CZB-19365/2020	2020-12-30	North America	USA	California	Humboldt County	EPI_ISL_955750
P20-28646	USA/CA-CZB-19366/2020	2020-12-30	North America	USA	California	Humboldt County	EPI_ISL_955751
P20-28658	USA/CA-CZB-19367/2020	2020-12-30	North America	USA	California	Humboldt County	EPI_ISL_955752
P20-28729	USA/CA-CZB-19368/2020	2020-12-31	North America	USA	California	Humboldt County	EPI_ISL_955753
P20-28751	USA/CA-CZB-19371/2020	2020-12-31	North America	USA	California	Humboldt County	EPI_ISL_955754
P20-28760	USA/CA-CZB-19372/2020	2020-12-30	North America	USA	California	Humboldt County	EPI_ISL_955755
P20-28790	USA/CA-CZB-19373/2020	2020-12-30	North America	USA	California	Humboldt County	EPI_ISL_955756
P20-28798	USA/CA-CZB-19374/2020	2020-12-30	North America	USA	California	Humboldt County	EPI_ISL_955757
P20-28804	USA/CA-CZB-19375/2020	2020-12-30	North America	USA	California	Humboldt County	EPI_ISL_955758
P20-28759	USA/CA-CZB-19376/2020	2020-12-31	North America	USA	California	Humboldt County	EPI_ISL_955759
P20-28794	USA/CA-CZB-19380/2020	2020-12-31	North America	USA	California	Humboldt County	EPI_ISL_955763
P21-00067	USA/CA-CZB-19381/2021	2021-01-04	North America	USA	California	Humboldt County	EPI_ISL_955764
P21-00068	USA/CA-CZB-19382/2020	2020-12-31	North America	USA	California	Humboldt County	EPI_ISL_955765
P21-00069	USA/CA-CZB-19383/2020	2020-12-31	North America	USA	California	Humboldt County	EPI_ISL_955766
P21-00146	USA/CA-CZB-19384/2021	2021-01-04	North America	USA	California	Humboldt County	EPI_ISL_955767
P21-00174	USA/CA-CZB-19385/2021	2021-01-03	North America	USA	California	Humboldt County	EPI_ISL_955768
P21-00075	USA/CA-CZB-19387/2021	2021-01-04	North America	USA	California	Humboldt County	EPI_ISL_955769
20-2040810	USA/CA-CZB-24495/2020	2020-12-14	North America	USA	California	Alameda County	EPI_ISL_1184908
20-2040815	USA/CA-CZB-24496/2020	2020-12-14	North America	USA	California	Alameda County	EPI_ISL_1184909
20-2040882	USA/CA-CZB-24505/2020	2020-12-15	North America	USA	California	Alameda County	EPI_ISL_1184913
P21-00076	USA/CA-CZB-19388/2021	2021-01-04	North America	USA	California	Humboldt County	EPI_ISL_955770
P21-00181	USA/CA-CZB-19389/2021	2021-01-04	North America	USA	California	Humboldt County	EPI_ISL_955771
P21-00261	USA/CA-CZB-19390/2021	2021-01-04	North America	USA	California	Humboldt County	EPI_ISL_955772
P21-00262	USA/CA-CZB-19391/2021	2021-01-04	North America	USA	California	Humboldt County	EPI_ISL_955773
P21-00264	USA/CA-CZB-19392/2021	2021-01-04	North America	USA	California	Humboldt County	EPI_ISL_955774
P20-23869	USA/CA-CZB-19111/2020	2020-12-03	North America	USA	California	Humboldt County	EPI_ISL_979710
P20-23881	USA/CA-CZB-19112/2020	2020-12-03	North America	USA	California	Humboldt County	EPI_ISL_979711
P20-23903	USA/CA-CZB-19113/2020	2020-12-03	North America	USA	California	Humboldt County	EPI_ISL_979712
P20-23906	USA/CA-CZB-19114/2020	2020-12-03	North America	USA	California	Humboldt County	EPI_ISL_979713
P20-23919	USA/CA-CZB-19115/2020	2020-12-03	North America	USA	California	Humboldt County	EPI_ISL_979714
P20-23921	USA/CA-CZB-19116/2020	2020-12-03	North America	USA	California	Humboldt County	EPI_ISL_979715
P20-23984	USA/CA-CZB-19117/2020	2020-12-02	North America	USA	California	Humboldt County	EPI_ISL_979716
P20-23988	USA/CA-CZB-19118/2020	2020-12-02	North America	USA	California	Humboldt County	EPI_ISL_979717
P20-24027	USA/CA-CZB-19119/2020	2020-12-03	North America	USA	California	Humboldt County	EPI_ISL_979718
P20-24070	USA/CA-CZB-19121/2020	2020-12-04	North America	USA	California	Humboldt County	EPI_ISL_979719
P20-24119	USA/CA-CZB-19124/2020	2020-12-03	North America	USA	California	Humboldt County	EPI_ISL_979720
P20-24122	USA/CA-CZB-19125/2020	2020-12-04	North America	USA	California	Humboldt County	EPI_ISL_979721
P20-24125	USA/CA-CZB-19126/2020	2020-12-04	North America	USA	California	Humboldt County	EPI_ISL_979722
P20-24313	USA/CA-CZB-19144/2020	2020-12-06	North America	USA	California	Humboldt County	EPI_ISL_979738
P20-24315	USA/CA-CZB-19145/2020	2020-12-06	North America	USA	California	Humboldt County	EPI_ISL_979739
P20-24456	USA/CA-CZB-19167/2020	2020-12-07	North America	USA	California	Humboldt County	EPI_ISL_979761
P20-0636	USA/CA-CZB-1280/2020	2020-03-31	North America	USA	California	Humboldt County	EPI_ISL_454638
P20-0342	USA/CA-CZB-1489/2020	2020-03-23	North America	USA	California	Humboldt County	EPI_ISL_468439
P20-0361	USA/CA-CZB-1490/2020	2020-03-24	North America	USA	California	Humboldt County	EPI_ISL_468440
P20-0376	USA/CA-CZB-1491/2020	2020-03-24	North America	USA	California	Humboldt County	EPI_ISL_468441
P20-0383	USA/CA-CZB-1492/2020	2020-03-24	North America	USA	California	Humboldt County	EPI_ISL_468442.2
P20-0387	USA/CA-CZB-1493/2020	2020-03-24	North America	USA	California	Humboldt County	EPI_ISL_468443
P20-0404	USA/CA-CZB-1494/2020	2020-03-24	North America	USA	California	Humboldt County	EPI_ISL_468444.2
P20-0405	USA/CA-CZB-1495/2020	2020-03-24	North America	USA	California	Humboldt County	EPI_ISL_468445
P20-0505	USA/CA-CZB-1497/2020	2020-03-27	North America	USA	California	Humboldt County	EPI_ISL_468446
P20-0506	USA/CA-CZB-1498/2020	2020-03-27	North America	USA	California	Humboldt County	EPI_ISL_468447
P20-2345	USA/CA-CZB-1499/2020	2020-05-09	North America	USA	California	Humboldt County	EPI_ISL_468448
P20-0598	USA/CA-CZB-1502/2020	2020-03-30	North America	USA	California	Humboldt County	EPI_ISL_468449
P20-2348	USA/CA-CZB-1503/2020	2020-05-09	North America	USA	California	Humboldt County	EPI_ISL_468450
P20-2350	USA/CA-CZB-1504/2020	2020-05-09	North America	USA	California	Humboldt County	EPI_ISL_468451
P20-0647	USA/CA-CZB-1505/2020	2020-03-30	North America	USA	California	Humboldt County	EPI_ISL_468452
P20-0698	USA/CA-CZB-1506/2020	2020-04-01	North America	USA	California	Humboldt County	EPI_ISL_468453
P20-0700	USA/CA-CZB-1507/2020	2020-04-01	North America	USA	California	Humboldt County	EPI_ISL_468454.2
P20-0711	USA/CA-CZB-1508/2020	2020-04-01	North America	USA	California	Humboldt County	EPI_ISL_468455
P20-0712	USA/CA-CZB-1509/2020	2020-04-01	North America	USA	California	Humboldt County	EPI_ISL_468456
P20-0713	USA/CA-CZB-1510/2020	2020-03-31	North America	USA	California	Humboldt County	EPI_ISL_468457
P20-0727	USA/CA-CZB-1511/2020	2020-04-01	North America	USA	California	Humboldt County	EPI_ISL_468458
P20-0911	USA/CA-CZB-1512/2020	2020-04-06	North America	USA	California	Humboldt County	EPI_ISL_468459
P20-1130	USA/CA-CZB-1513/2020	2020-04-13	North America	USA	California	Humboldt County	EPI_ISL_468460
P20-1168	USA/CA-CZB-1514/2020	2020-04-14	North America	USA	California	Humboldt County	EPI_ISL_468461
P20-2500	USA/CA-CZB-2034/2020	2020-05-12	North America	USA	California	Humboldt County	EPI_ISL_486280
P20-2535	USA/CA-CZB-2035/2020	2020-05-12	North America	USA	California	Humboldt County	EPI_ISL_486281
P20-25066	USA/CA-CZB-19207/2020	2020-12-10	North America	USA	California	Humboldt County	EPI_ISL_979162
P20-25075	USA/CA-CZB-19208/2020	2020-12-10	North America	USA	California	Humboldt County	EPI_ISL_979163
P20-25186	USA/CA-CZB-19209/2020	2020-12-10	North America	USA	California	Humboldt County	EPI_ISL_979164
P20-25198	USA/CA-CZB-19210/2020	2020-12-10	North America	USA	California	Humboldt County	EPI_ISL_979165
P20-25288	USA/CA-CZB-19211/2020	2020-12-11	North America	USA	California	Humboldt County	EPI_ISL_979166
P20-25294	USA/CA-CZB-19212/2020	2020-12-10	North America	USA	California	Humboldt County	EPI_ISL_979167
P20-25335	USA/CA-CZB-19214/2020	2020-12-11	North America	USA	California	Humboldt County	EPI_ISL_979168
P20-25450	USA/CA-CZB-19215/2020	2020-12-11	North America	USA	California	Humboldt County	EPI_ISL_979169
P20-23113	USA/CA-CZB-17354/2020	2020-11-30	North America	USA	California	Humboldt County	EPI_ISL_2658668
P20-25520	USA/CA-CZB-19217/2020	2020-12-13	North America	USA	California	Humboldt County	EPI_ISL_979170
P20-25558	USA/CA-CZB-19218/2020	2020-12-13	North America	USA	California	Humboldt County	EPI_ISL_979171
P20-25606	USA/CA-CZB-19219/2020	2020-12-13	North America	USA	California	Humboldt County	EPI_ISL_979172
P20-25767	USA/CA-CZB-19220/2020	2020-12-14	North America	USA	California	Humboldt County	EPI_ISL_979173
P20-25667	USA/CA-CZB-19221/2020	2020-12-14	North America	USA	California	Humboldt County	EPI_ISL_979174
P20-25673	USA/CA-CZB-19222/2020	2020-12-14	North America	USA	California	Humboldt County	EPI_ISL_979175
P20-25743	USA/CA-CZB-19223/2020	2020-12-14	North America	USA	California	Humboldt County	EPI_ISL_979176
P20-25821	USA/CA-CZB-19224/2020	2020-12-14	North America	USA	California	Humboldt County	EPI_ISL_979177
P20-25808	USA/CA-CZB-19225/2020	2020-12-15	North America	USA	California	Humboldt County	EPI_ISL_979178
P20-25827	USA/CA-CZB-19227/2020	2020-12-15	North America	USA	California	Humboldt County	EPI_ISL_979179
P20-23531	USA/CA-CZB-17371/2020	2020-12-01	North America	USA	California	Humboldt County	EPI_ISL_2659259
P20-25847	USA/CA-CZB-19228/2020	2020-12-15	North America	USA	California	Humboldt County	EPI_ISL_979180
P20-23557	USA/CA-CZB-17373/2020	2020-12-01	North America	USA	California	Humboldt County	EPI_ISL_2659308
P20-25955	USA/CA-CZB-19229/2020	2020-12-15	North America	USA	California	Humboldt County	EPI_ISL_979181
P20-25986	USA/CA-CZB-19230/2020	2020-12-15	North America	USA	California	Humboldt County	EPI_ISL_979182
P20-26137	USA/CA-CZB-19232/2020	2020-12-16	North America	USA	California	Humboldt County	EPI_ISL_979183
P20-23352	USA/CA-CZB-17369/2020	2020-12-01	North America	USA	California	Humboldt County	EPI_ISL_955540
P20-23401	USA/CA-CZB-17370/2020	2020-12-01	North America	USA	California	Humboldt County	EPI_ISL_955541
P20-23533	USA/CA-CZB-17372/2020	2020-12-01	North America	USA	California	Humboldt County	EPI_ISL_955542
P20-23584	USA/CA-CZB-17374/2020	2020-12-02	North America	USA	California	Humboldt County	EPI_ISL_955543
P20-23587	USA/CA-CZB-17375/2020	2020-12-01	North America	USA	California	Humboldt County	EPI_ISL_955544
P20-23592	USA/CA-CZB-17376/2020	2020-12-01	North America	USA	California	Humboldt County	EPI_ISL_955545
P20-26736	USA/CA-CZB-19268/2020	2020-12-18	North America	USA	California	Humboldt County	EPI_ISL_979214
P20-26737	USA/CA-CZB-19269/2020	2020-12-18	North America	USA	California	Humboldt County	EPI_ISL_979215
P20-26857	USA/CA-CZB-19271/2020	2020-12-20	North America	USA	California	Humboldt County	EPI_ISL_979216
P20-26861	USA/CA-CZB-19272/2020	2020-12-20	North America	USA	California	Humboldt County	EPI_ISL_979217
P20-26942	USA/CA-CZB-19273/2020	2020-12-20	North America	USA	California	Humboldt County	EPI_ISL_979218
P20-26965	USA/CA-CZB-19274/2020	2020-12-21	North America	USA	California	Humboldt County	EPI_ISL_979219
P20-26975	USA/CA-CZB-19275/2020	2020-12-19	North America	USA	California	Humboldt County	EPI_ISL_979220
